shopping_mall_id,shopping_mall
7386,"westfield london"
7387,kanyon
7388,"westfield london"
7389,"the grove"
7390,"westfield parramatta"
7391,"tokyo midtown"
7392,"moscow mall"
7393,"lujiazui shopping mall"
7394,"plaza satÃƒÂ©lite"
7395,"westfield parramatta"
7396,"forum istanbul"
7397,"sm seaside city cebu"
7398,"westfield london"
7399,"mitsui outlet park"
7400,"galleria mall"
7401,"moscow mall"
7402,"la rinascente"
7403,"aventura mall"
7404,"the grove"
7405,"the mall at millenia"
7406,"siam paragon"
7407,"dubai mall"
7408,"robinsons place manila"
7409,"south coast plaza"
7410,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
7411,"aventura mall"
7412,"the dubai mall"
7413,"westfield parramatta"
7414,"mall of the emirates"
7415,"the grove"
7416,"lujiazui shopping mall"
7417,"tokyo midtown"
7418,"galleria mall"
7419,"nanjing deji plaza"
7420,"pavilion kuala lumpur"
7421,"south coast plaza"
7422,"sm seaside city cebu"
7423,"the mall at millenia"
7424,"tokyo midtown"
7425,"moscow mall"
7426,"la rinascente"
7427,"the mall at millenia"
7428,"galleria vittorio emanuele ii"
7429,"sm mall of asia"
7430,"galeries lafayette"
7431,"dubai mall"
7432,"the grove"
7433,"istanbul cevahir avm"
7434,"siam paragon"
7435,"mall of america"
7436,"prada store tokyo"
7437,"centro santa fe"
7438,"central embassy"
7439,"marina bay sands shopping mall"
7440,"fifth avenue"
7441,"mall of america"
7442,"marina bay sands shopping mall"
7443,"chadstone shopping centre"
7444,"galeries lafayette"
7445,"galleria mall"
7446,"marina bay sands shopping mall"
7447,"pavilion kuala lumpur"
7448,"chadstone shopping centre"
7449,"the outlets at orange"
7450,"westfield parramatta"
7451,"mitsui outlet park"
7452,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
7453,"kuala lumpur city centre (klcc)"
7454,"westfield parramatta"
7455,"tokyo midtown"
7456,"central world"
7457,vivocity
7458,"la rinascente"
7459,"south coast plaza"
7460,"the outlets at orange"
7461,"siam paragon"
7462,"zorlu center"
7463,"sm mall of asia"
7464,"korsh mall"
7465,"siam paragon"
7466,"galleria mall"
7467,"central world"
7468,"korsh mall"
7469,"siam paragon"
7470,"king of prussia mall"
7471,"robinsons galleria"
7472,"galeries lafayette"
7473,"galeries lafayette"
7474,"sm seaside city cebu"
7475,"istanbul cevahir avm"
7476,"lotte world mall"
7477,"plaza satÃƒÂ©lite"
7478,"the shops at columbus circle"
7479,"siam paragon"
7480,"centro santa fe"
7481,"kuala lumpur city centre (klcc)"
7482,"korsh mall"
7483,"dubai mall"
7484,"westfield parramatta"
7485,"mitsui outlet park"
7486,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
7487,"lotte world mall"
7488,"dubai mall"
7489,"dubai mall"
7490,"mall of america"
7491,"prada store tokyo"
7492,"istanbul cevahir avm"
7493,"la rinascente"
7494,"kuala lumpur city centre (klcc)"
7495,"lujiazui shopping mall"
7496,"galleria mall"
7497,takashimaya
7498,"the outlets at orange"
7499,"fifth avenue"
7500,"lujiazui shopping mall"
7501,"tokyo midtown"
7502,"westfield world trade center"
7503,"centro coyoacÃƒÂ¡n"
7504,"siam paragon"
7505,"mitsui outlet park"
7506,takashimaya
7507,"fifth avenue"
7508,"the dubai mall"
7509,"centro santa fe"
7510,"the mall at millenia"
7511,"korsh mall"
7512,"kuala lumpur city centre (klcc)"
7513,"la rinascente"
7514,"prada store tokyo"
7515,takashimaya
7516,"forum istanbul"
7517,"aventura mall"
7518,"nanjing deji plaza"
7519,"central world"
7520,"istanbul cevahir avm"
7521,"galeries lafayette"
7522,"central world"
7523,"sm seaside city cebu"
7524,"galeries lafayette"
7525,"mall of america"
7526,"westfield world trade center"
7527,"nanjing deji plaza"
7528,"the dubai mall"
7529,"the outlets at orange"
7530,kanyon
7531,"centro santa fe"
7532,"lujiazui shopping mall"
7533,"central world"
7534,"south coast plaza"
7535,"kuala lumpur city centre (klcc)"
7536,"nanjing deji plaza"
7537,"chadstone shopping centre"
7538,"tokyo midtown"
7539,"faisalabad mall"
7540,"central world"
7541,"galleria vittorio emanuele ii"
7542,"tokyo midtown"
7543,"fifth avenue"
7544,"siam paragon"
7545,"forum istanbul"
7546,"nanjing deji plaza"
7547,"prada store tokyo"
7548,"prada store tokyo"
7549,"the shops at columbus circle"
7550,"south coast plaza"
7551,vivocity
7552,"dubai mall"
7553,"the dubai mall"
7554,"king of prussia mall"
7555,"chadstone shopping centre"
7556,"central world"
7557,"beverly center"
7558,"moscow mall"
7559,"zorlu center"
7560,"king of prussia mall"
7561,"the outlets at orange"
7562,"chadstone shopping centre"
7563,"the mall at millenia"
7564,"robinsons place manila"
7565,"centro santa fe"
7566,"aventura mall"
7567,"mall of the emirates"
7568,"forum istanbul"
7569,"the outlets at orange"
7570,"galleria mall"
7571,"the dubai mall"
7572,"the grove"
7573,"forum istanbul"
7574,kanyon
7575,"faisalabad mall"
7576,"galleria mall"
7577,"the mall at millenia"
7578,"the grove"
7579,vivocity
7580,"westfield london"
7581,"kuala lumpur city centre (klcc)"
7582,"kuala lumpur city centre (klcc)"
7583,"the dubai mall"
7584,"westfield parramatta"
7585,"robinsons place manila"
7586,"central world"
7587,"oasis mall"
7588,"nanjing deji plaza"
7589,"the mall at millenia"
7590,"moscow mall"
7591,"moscow mall"
7592,"king of prussia mall"
7593,"oasis mall"
7594,"siam paragon"
7595,"mall of america"
7596,"tokyo midtown"
7597,"king of prussia mall"
7598,"fifth avenue"
7599,"aventura mall"
7600,"galleria vittorio emanuele ii"
7601,"plaza satÃƒÂ©lite"
7602,"dubai mall"
7603,"westfield parramatta"
7604,"lotte world mall"
7605,"king abdulaziz center"
7606,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
7607,"galleria vittorio emanuele ii"
7608,"mitsui outlet park"
7609,"la rinascente"
7610,"mitsui outlet park"
7611,"oasis mall"
7612,"nanjing deji plaza"
7613,"siam paragon"
7614,"galleria mall"
7615,"central world"
7616,"korsh mall"
7617,"aventura mall"
7618,"robinsons place manila"
7619,"westfield london"
7620,"prada store tokyo"
7621,"pavilion kuala lumpur"
7622,"lujiazui shopping mall"
7623,"forum istanbul"
7624,"sm mall of asia"
7625,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
7626,"chadstone shopping centre"
7627,"la rinascente"
7628,"moscow mall"
7629,"fifth avenue"
7630,"centro coyoacÃƒÂ¡n"
7631,"central world"
7632,"tokyo midtown"
7633,"fifth avenue"
7634,"istanbul cevahir avm"
7635,"robinsons place manila"
7636,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
7637,"sm mall of asia"
7638,"la rinascente"
7639,"the grove"
7640,"king abdulaziz center"
7641,"kuala lumpur city centre (klcc)"
7642,"plaza satÃƒÂ©lite"
7643,"robinsons galleria"
7644,"istanbul cevahir avm"
7645,"moscow mall"
7646,"istanbul cevahir avm"
7647,"central world"
7648,"the mall at millenia"
7649,takashimaya
7650,"sm mall of asia"
7651,"aventura mall"
7652,"oasis mall"
7653,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
7654,"centro santa fe"
7655,"the shops at columbus circle"
7656,"beverly center"
7657,"sm mall of asia"
7658,"pavilion kuala lumpur"
7659,"king abdulaziz center"
7660,"central world"
7661,"central embassy"
7662,"aventura mall"
7663,"galleria mall"
7664,"central world"
7665,"the mall at millenia"
7666,"centro santa fe"
7667,"galleria vittorio emanuele ii"
7668,"galeries lafayette"
7669,"zorlu center"
7670,"forum istanbul"
7671,"marina bay sands shopping mall"
7672,"pavilion kuala lumpur"
7673,"galleria vittorio emanuele ii"
7674,"kuala lumpur city centre (klcc)"
7675,"forum istanbul"
7676,"westfield world trade center"
7677,"prada store tokyo"
7678,"zorlu center"
7679,"westfield world trade center"
7680,"plaza satÃƒÂ©lite"
7681,"aventura mall"
7682,takashimaya
7683,kanyon
7684,"westfield world trade center"
7685,"forum istanbul"
7686,"zorlu center"
7687,"dubai mall"
7688,kanyon
7689,"dubai mall"
7690,"the shops at columbus circle"
7691,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
7692,"tokyo midtown"
7693,"kuala lumpur city centre (klcc)"
7694,"zorlu center"
7695,"chadstone shopping centre"
7696,"la rinascente"
7697,"sm seaside city cebu"
7698,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
7699,"mitsui outlet park"
7700,"mitsui outlet park"
7701,"the mall at millenia"
7702,"faisalabad mall"
7703,"robinsons place manila"
7704,"istanbul cevahir avm"
7705,"central embassy"
7706,"the shops at columbus circle"
7707,"korsh mall"
7708,"robinsons galleria"
7709,"mitsui outlet park"
7710,kanyon
7711,"westfield parramatta"
7712,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
7713,"istanbul cevahir avm"
7714,"faisalabad mall"
7715,"beverly center"
7716,"the shops at columbus circle"
7717,"the mall at millenia"
7718,"robinsons galleria"
7719,"forum istanbul"
7720,"galleria vittorio emanuele ii"
7721,"robinsons galleria"
7722,"dubai mall"
7723,"lotte world mall"
7724,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
7725,"galeries lafayette"
7726,"oasis mall"
7727,"prada store tokyo"
7728,vivocity
7729,"kuala lumpur city centre (klcc)"
7730,"westfield world trade center"
7731,"korsh mall"
7732,"centro coyoacÃƒÂ¡n"
7733,"dubai mall"
7734,"fifth avenue"
7735,"centro coyoacÃƒÂ¡n"
7736,"galleria mall"
7737,"the dubai mall"
7738,"the outlets at orange"
7739,"prada store tokyo"
7740,"korsh mall"
7741,"the shops at columbus circle"
7742,"pavilion kuala lumpur"
7743,"king abdulaziz center"
7744,"robinsons place manila"
7745,"lujiazui shopping mall"
7746,"faisalabad mall"
7747,"dubai mall"
7748,"mitsui outlet park"
7749,kanyon
7750,"centro coyoacÃƒÂ¡n"
7751,"the outlets at orange"
7752,"aventura mall"
7753,vivocity
7754,"robinsons place manila"
7755,"mitsui outlet park"
7756,"aventura mall"
7757,"the shops at columbus circle"
7758,takashimaya
7759,"tokyo midtown"
7760,"the outlets at orange"
7761,"dubai mall"
7762,"galeries lafayette"
7763,"king of prussia mall"
7764,"pavilion kuala lumpur"
7765,"centro coyoacÃƒÂ¡n"
7766,takashimaya
7767,"king abdulaziz center"
7768,"centro santa fe"
7769,"plaza satÃƒÂ©lite"
7770,"aventura mall"
7771,"korsh mall"
7772,"siam paragon"
7773,"westfield london"
7774,kanyon
7775,kanyon
7776,"central embassy"
7777,"robinsons galleria"
7778,"westfield london"
7779,"lotte world mall"
7780,"robinsons galleria"
7781,"istanbul cevahir avm"
7782,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
7783,"istanbul cevahir avm"
7784,"mall of the emirates"
7785,takashimaya
7786,"robinsons place manila"
7787,"lotte world mall"
7788,"westfield london"
7789,"galleria vittorio emanuele ii"
7790,"sm mall of asia"
7791,"mall of the emirates"
7792,"the outlets at orange"
7793,"oasis mall"
7794,"king of prussia mall"
7795,"galeries lafayette"
7796,"galeries lafayette"
7797,"dubai mall"
7798,"plaza satÃƒÂ©lite"
7799,"the dubai mall"
7800,"king of prussia mall"
7801,"moscow mall"
7802,"centro coyoacÃƒÂ¡n"
7803,"faisalabad mall"
7804,kanyon
7805,"sm mall of asia"
7806,"mitsui outlet park"
7807,"dubai mall"
7808,"mall of america"
7809,"lujiazui shopping mall"
7810,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
7811,"central embassy"
7812,"the dubai mall"
7813,"king abdulaziz center"
7814,"central world"
7815,"tokyo midtown"
7816,"mall of the emirates"
7817,"westfield parramatta"
7818,"forum istanbul"
7819,"robinsons galleria"
7820,"centro coyoacÃƒÂ¡n"
7821,"dubai mall"
7822,"kuala lumpur city centre (klcc)"
7823,"central world"
7824,"faisalabad mall"
7825,"centro santa fe"
7826,"dubai mall"
7827,"lotte world mall"
7828,"sm mall of asia"
7829,"central embassy"
7830,"kuala lumpur city centre (klcc)"
7831,"the outlets at orange"
7832,"galleria mall"
7833,"westfield world trade center"
7834,"forum istanbul"
7835,"zorlu center"
7836,"the dubai mall"
7837,"moscow mall"
7838,"oasis mall"
7839,"moscow mall"
7840,"marina bay sands shopping mall"
7841,"king of prussia mall"
7842,"mitsui outlet park"
7843,"galleria vittorio emanuele ii"
7844,"galeries lafayette"
7845,takashimaya
7846,kanyon
7847,"westfield london"
7848,"the outlets at orange"
7849,"robinsons place manila"
7850,"westfield parramatta"
7851,"korsh mall"
7852,"the dubai mall"
7853,"central world"
7854,"fifth avenue"
7855,takashimaya
7856,"prada store tokyo"
7857,"faisalabad mall"
7858,"king of prussia mall"
7859,"mall of america"
7860,"nanjing deji plaza"
7861,"king of prussia mall"
7862,"marina bay sands shopping mall"
7863,"fifth avenue"
7864,"centro coyoacÃƒÂ¡n"
7865,"the outlets at orange"
7866,"the mall at millenia"
7867,"mall of the emirates"
7868,"marina bay sands shopping mall"
7869,"robinsons galleria"
7870,"chadstone shopping centre"
7871,"kuala lumpur city centre (klcc)"
7872,"lujiazui shopping mall"
7873,"westfield world trade center"
7874,"pavilion kuala lumpur"
7875,"galleria mall"
7876,"sm mall of asia"
7877,"sm mall of asia"
7878,"prada store tokyo"
7879,"korsh mall"
7880,"central embassy"
7881,"galleria mall"
7882,"aventura mall"
7883,"kuala lumpur city centre (klcc)"
7884,"sm mall of asia"
7885,"beverly center"
7886,"dubai mall"
7887,"moscow mall"
7888,"the outlets at orange"
7889,vivocity
7890,"sm seaside city cebu"
7891,"sm seaside city cebu"
7892,"aventura mall"
7893,"lotte world mall"
7894,"plaza satÃƒÂ©lite"
7895,"king of prussia mall"
7896,"the mall at millenia"
7897,"tokyo midtown"
7898,"galeries lafayette"
7899,"tokyo midtown"
7900,"marina bay sands shopping mall"
7901,"galleria vittorio emanuele ii"
7902,"king of prussia mall"
7903,"king of prussia mall"
7904,"siam paragon"
7905,"dubai mall"
7906,"mitsui outlet park"
7907,"plaza satÃƒÂ©lite"
7908,"istanbul cevahir avm"
7909,"the dubai mall"
7910,"faisalabad mall"
7911,"nanjing deji plaza"
7912,"robinsons place manila"
7913,takashimaya
7914,"the mall at millenia"
7915,"korsh mall"
7916,"king abdulaziz center"
7917,"pavilion kuala lumpur"
7918,"tokyo midtown"
7919,"moscow mall"
7920,"siam paragon"
7921,"the mall at millenia"
7922,"westfield world trade center"
7923,"sm mall of asia"
7924,"plaza satÃƒÂ©lite"
7925,"faisalabad mall"
7926,"lotte world mall"
7927,"siam paragon"
7928,"westfield parramatta"
7929,"westfield world trade center"
7930,"the shops at columbus circle"
7931,"galeries lafayette"
7932,"marina bay sands shopping mall"
7933,"robinsons galleria"
7934,"zorlu center"
7935,"la rinascente"
7936,"mall of america"
7937,"galleria vittorio emanuele ii"
7938,"centro coyoacÃƒÂ¡n"
7939,"aventura mall"
7940,"mall of america"
7941,"siam paragon"
7942,"forum istanbul"
7943,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
7944,"zorlu center"
7945,"mall of the emirates"
7946,"forum istanbul"
7947,"robinsons galleria"
7948,"forum istanbul"
7949,"westfield parramatta"
7950,"forum istanbul"
7951,"faisalabad mall"
7952,"faisalabad mall"
7953,"nanjing deji plaza"
7954,"westfield parramatta"
7955,"lujiazui shopping mall"
7956,"westfield parramatta"
7957,"galleria mall"
7958,"robinsons place manila"
7959,"nanjing deji plaza"
7960,"westfield london"
7961,"the mall at millenia"
7962,"centro santa fe"
7963,"sm mall of asia"
7964,"chadstone shopping centre"
7965,"moscow mall"
7966,"dubai mall"
7967,"nanjing deji plaza"
7968,"centro santa fe"
7969,kanyon
7970,"aventura mall"
7971,"mall of america"
7972,"westfield parramatta"
7973,"oasis mall"
7974,"central embassy"
7975,"galleria vittorio emanuele ii"
7976,"robinsons galleria"
7977,"westfield london"
7978,"lujiazui shopping mall"
7979,"the grove"
7980,"la rinascente"
7981,"beverly center"
7982,"central embassy"
7983,"the shops at columbus circle"
7984,"the grove"
7985,"oasis mall"
7986,vivocity
7987,"robinsons place manila"
7988,"plaza satÃƒÂ©lite"
7989,"central world"
7990,"sm seaside city cebu"
7991,"centro coyoacÃƒÂ¡n"
7992,"central world"
7993,"pavilion kuala lumpur"
7994,"the dubai mall"
7995,"sm seaside city cebu"
7996,"centro santa fe"
7997,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
7998,"forum istanbul"
7999,"south coast plaza"
8000,"the outlets at orange"
8001,"tokyo midtown"
8002,"lotte world mall"
8003,"mall of america"
8004,"aventura mall"
8005,"galeries lafayette"
8006,kanyon
8007,"westfield parramatta"
8008,"centro coyoacÃƒÂ¡n"
8009,"lujiazui shopping mall"
8010,"central world"
8011,"sm seaside city cebu"
8012,"king of prussia mall"
8013,"centro santa fe"
8014,"king of prussia mall"
8015,"nanjing deji plaza"
8016,"mall of the emirates"
8017,"tokyo midtown"
8018,"westfield parramatta"
8019,"plaza satÃƒÂ©lite"
8020,"lotte world mall"
8021,"the outlets at orange"
8022,"mitsui outlet park"
8023,"oasis mall"
8024,"dubai mall"
8025,"westfield world trade center"
8026,"king abdulaziz center"
8027,"moscow mall"
8028,"the shops at columbus circle"
8029,"sm mall of asia"
8030,"lotte world mall"
8031,"fifth avenue"
8032,"chadstone shopping centre"
8033,"galleria vittorio emanuele ii"
8034,"centro santa fe"
8035,"kuala lumpur city centre (klcc)"
8036,"beverly center"
8037,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
8038,"oasis mall"
8039,vivocity
8040,"lujiazui shopping mall"
8041,"the shops at columbus circle"
8042,"plaza satÃƒÂ©lite"
8043,"westfield parramatta"
8044,"the grove"
8045,vivocity
8046,"robinsons place manila"
8047,"central embassy"
8048,"siam paragon"
8049,"westfield london"
8050,"galleria vittorio emanuele ii"
8051,vivocity
8052,"dubai mall"
8053,"robinsons galleria"
8054,"chadstone shopping centre"
8055,"prada store tokyo"
8056,"westfield parramatta"
8057,"the mall at millenia"
8058,"lujiazui shopping mall"
8059,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
8060,"la rinascente"
8061,"king abdulaziz center"
8062,"mall of the emirates"
8063,"nanjing deji plaza"
8064,"sm mall of asia"
8065,"fifth avenue"
8066,"sm seaside city cebu"
8067,"mall of the emirates"
8068,"zorlu center"
8069,"galleria vittorio emanuele ii"
8070,"galleria vittorio emanuele ii"
8071,"kuala lumpur city centre (klcc)"
8072,"kuala lumpur city centre (klcc)"
8073,"oasis mall"
8074,"plaza satÃƒÂ©lite"
8075,"mall of america"
8076,"mall of the emirates"
8077,kanyon
8078,vivocity
8079,"prada store tokyo"
8080,"centro santa fe"
8081,"the outlets at orange"
8082,"siam paragon"
8083,"istanbul cevahir avm"
8084,"nanjing deji plaza"
8085,"pavilion kuala lumpur"
8086,"sm seaside city cebu"
8087,"robinsons place manila"
8088,"plaza satÃƒÂ©lite"
8089,"prada store tokyo"
8090,"galleria vittorio emanuele ii"
8091,"istanbul cevahir avm"
8092,"lotte world mall"
8093,"westfield world trade center"
8094,"dubai mall"
8095,"robinsons galleria"
8096,"plaza satÃƒÂ©lite"
8097,"king of prussia mall"
8098,"the mall at millenia"
8099,"galeries lafayette"
8100,"the mall at millenia"
