invoice_no,customer_id,gender,age,category,shopping_mall,country,quantity,price,payment_method,invoice_date,total_cost,normalized_spending,season,age_group,store_name
I711107,C625797,0,59,Shoes,sm mall of asia,Philippines,4,2400.68,Cash,23/04/2022,9602.72,0.365817905,Spring,36+,Foot Locker
I239707,C268951,1,50,Clothing,king abdulaziz center,Saudi Arabia,3,900.24,Debit Card,23/04/2022,2700.72,0.102884571,Spring,36+,H&M
I594289,C273634,1,21,Clothing,centro santa fe,Mexico,2,600.16,Credit Card,23/04/2022,1200.32,0.045726476,Spring,18-25,H&M
I358762,C120533,0,20,Clothing,central world,Thailand,4,1200.32,Cash,23/04/2022,4801.28,0.182905905,Spring,18-25,Gap
I254977,C266825,1,64,Clothing,robinsons place manila,Philippines,3,900.24,Cash,23/04/2022,2700.72,0.102884571,Spring,36+,Prada
I283387,C736215,1,64,Food & Beverage,mall of america,USA,1,5.23,Credit Card,23/04/2022,5.23,0.000199238,Spring,36+,Pizza Hut
I552846,C161249,1,27,Food & Beverage,sm seaside city cebu,Philippines,2,10.46,Cash,23/04/2022,20.92,0.000796952,Spring,26-35,Mcdonald's
I210816,C147474,1,38,Books,westfield london,UK,1,15.15,Credit Card,23/04/2022,15.15,0.000577143,Spring,36+,Waterstones
I940475,C150642,1,24,Food & Beverage,westfield parramatta,Australia,2,10.46,Credit Card,23/04/2022,20.92,0.000796952,Spring,18-25,Pizza Hut
I173895,C109539,1,41,Toys,the outlets at orange,USA,2,71.68,Credit Card,23/04/2022,143.36,0.005461333,Spring,36+,LEGO Store
I235944,C107501,1,42,Souvenir,south coast plaza,USA,3,35.19,Cash,23/04/2022,105.57,0.004021714,Spring,36+,The Souvenir Shop
I298429,C858225,0,41,Toys,la rinascente,Italy,4,143.36,Debit Card,23/04/2022,573.44,0.021845333,Spring,36+,Disney Store
I161772,C117632,1,63,Toys,mall of the emirates,UAE,4,143.36,Cash,22/04/2022,573.44,0.021845333,Spring,36+,Hamleys
I305296,C462763,1,60,Food & Beverage,robinsons galleria,Philippines,2,10.46,Credit Card,22/04/2022,20.92,0.000796952,Spring,36+,Carrefour
I387435,C533861,0,67,Cosmetics,the shops at columbus circle,USA,2,81.32,Cash,22/04/2022,162.64,0.00619581,Spring,36+,Sephora
I150849,C584365,1,32,Clothing,galeries lafayette,France,1,300.08,Cash,22/04/2022,300.08,0.011431619,Spring,26-35,Forever 21
I287061,C283850,1,35,Cosmetics,sm seaside city cebu,Philippines,3,121.98,Cash,22/04/2022,365.94,0.013940571,Spring,26-35,Ulta Beauty
I630899,C173727,0,63,Cosmetics,oasis mall,Egypt,1,40.66,Cash,22/04/2022,40.66,0.001548952,Spring,36+,Ulta Beauty
I194762,C614313,1,59,Toys,dubai mall,UAE,4,143.36,Debit Card,22/04/2022,573.44,0.021845333,Spring,36+,Toys R Us
I202932,C257696,1,54,Toys,robinsons galleria,Philippines,2,71.68,Credit Card,22/04/2022,143.36,0.005461333,Spring,36+,Toys R Us
I427761,C125428,1,69,Shoes,chadstone shopping centre,Australia,4,2400.68,Credit Card,22/04/2022,9602.72,0.365817905,Spring,36+,Nike
I102481,C521673,0,66,Shoes,nanjing deji plaza,China,4,2400.68,Credit Card,22/04/2022,9602.72,0.365817905,Spring,36+,Puma
I299645,C162097,1,37,Shoes,lujiazui shopping mall,China,4,2400.68,Debit Card,22/04/2022,9602.72,0.365817905,Spring,36+,New Balance
I240256,C244231,0,30,Clothing,robinsons galleria,Philippines,4,1200.32,Debit Card,22/04/2022,4801.28,0.182905905,Spring,26-35,Gap
I322132,C188760,0,52,Food & Beverage,prada store tokyo,Japan,2,10.46,Cash,22/04/2022,20.92,0.000796952,Spring,36+,Mcdonald's
I200720,C296534,1,30,Food & Beverage,beverly center,USA,1,5.23,Credit Card,21/04/2022,5.23,0.000199238,Spring,26-35,Carrefour
I139565,C547331,0,60,Food & Beverage,prada store tokyo,Japan,5,26.15,Credit Card,21/04/2022,130.75,0.004980952,Spring,36+,Mcdonald's
I540257,C212682,1,48,Books,mitsui outlet park,Japan,2,30.3,Cash,21/04/2022,60.6,0.002308571,Spring,36+,Barnes & Noble
I101070,C330130,1,18,Technology,south coast plaza,USA,1,1050,Credit Card,21/04/2022,1050,0.04,Spring,18-25,Apple Store
I216843,C286256,0,34,Toys,westfield parramatta,Australia,4,143.36,Credit Card,21/04/2022,573.44,0.021845333,Spring,26-35,Disney Store
I218632,C296387,1,63,Food & Beverage,la rinascente,Italy,4,20.92,Credit Card,21/04/2022,83.68,0.00318781,Spring,36+,Carrefour
I156003,C340202,1,65,Food & Beverage,dubai mall,UAE,2,10.46,Cash,21/04/2022,20.92,0.000796952,Spring,36+,Mcdonald's
I255433,C208698,0,54,Books,the mall at millenia,USA,3,45.45,Credit Card,21/04/2022,136.35,0.005194286,Spring,36+,Barnes & Noble
I267358,C292673,1,68,Food & Beverage,the outlets at orange,USA,3,15.69,Cash,21/04/2022,47.07,0.001793143,Spring,36+,Carrefour
I294217,C134060,0,25,Clothing,marina bay sands shopping mall,Singapore,2,600.16,Credit Card,21/04/2022,1200.32,0.045726476,Spring,18-25,Gap
I108477,C183686,1,61,Clothing,dubai mall,UAE,3,900.24,Credit Card,21/04/2022,2700.72,0.102884571,Spring,36+,Prada
I493591,C494041,1,50,Clothing,pavilion kuala lumpur,Malaysia,2,600.16,Cash,21/04/2022,1200.32,0.045726476,Spring,36+,H&M
I301406,C300641,1,52,Technology,korsh mall,Egypt,2,2100,Cash,21/04/2022,4200,0.16,Spring,36+,Best Buy
I318248,C378142,1,27,Clothing,moscow mall,Russia,2,600.16,Cash,21/04/2022,1200.32,0.045726476,Spring,26-35,Prada
I712882,C143876,0,56,Clothing,king abdulaziz center,Saudi Arabia,4,1200.32,Cash,21/04/2022,4801.28,0.182905905,Spring,36+,Prada
I144883,C520062,1,30,Clothing,south coast plaza,USA,3,900.24,Credit Card,21/04/2022,2700.72,0.102884571,Spring,26-35,Gap
I187116,C304622,1,25,Clothing,dubai mall,UAE,5,1500.4,Debit Card,21/04/2022,7502,0.285790476,Spring,18-25,Prada
I196704,C289625,1,25,Cosmetics,siam paragon,Thailand,5,203.3,Credit Card,20/04/2022,1016.5,0.03872381,Spring,18-25,Sephora
I624742,C169148,1,46,Clothing,galeries lafayette,France,4,1200.32,Credit Card,20/04/2022,4801.28,0.182905905,Spring,36+,Forever 21
I702847,C561247,0,27,Technology,takashimaya,Japan,5,5250,Debit Card,20/04/2022,26250,1,Spring,26-35,Samsung
I124248,C308332,1,59,Clothing,dubai mall,UAE,5,1500.4,Debit Card,20/04/2022,7502,0.285790476,Spring,36+,Zara
I280712,C304699,0,49,Clothing,oasis mall,Egypt,3,900.24,Debit Card,20/04/2022,2700.72,0.102884571,Spring,36+,Zara
I100311,C115462,1,55,Clothing,chadstone shopping centre,Australia,4,1200.32,Cash,20/04/2022,4801.28,0.182905905,Spring,36+,Zara
I133518,C256703,0,25,Clothing,dubai mall,UAE,3,900.24,Cash,20/04/2022,2700.72,0.102884571,Spring,18-25,Forever 21
I189159,C263130,1,57,Clothing,dubai mall,UAE,2,600.16,Credit Card,20/04/2022,1200.32,0.045726476,Spring,36+,Zara
I536425,C128356,1,28,Shoes,avenue des champs-Ã©lysÃ©es,France,2,1200.34,Debit Card,20/04/2022,2400.68,0.091454476,Spring,26-35,Puma
I144171,C250033,1,62,Clothing,marina bay sands shopping mall,Singapore,1,300.08,Debit Card,20/04/2022,300.08,0.011431619,Spring,36+,Forever 21
I132621,C804799,1,36,Cosmetics,mall of the emirates,UAE,3,121.98,Credit Card,20/04/2022,365.94,0.013940571,Spring,36+,Ulta Beauty
I120456,C189886,1,52,Books,oasis mall,Egypt,4,60.6,Credit Card,20/04/2022,242.4,0.009234286,Spring,36+,Books-A-Million
I168837,C261303,1,52,Food & Beverage,the grove,USA,2,10.46,Credit Card,20/04/2022,20.92,0.000796952,Spring,36+,Starbucks
I275614,C172461,1,40,Toys,central embassy,Thailand,2,71.68,Debit Card,20/04/2022,143.36,0.005461333,Spring,36+,Disney Store
I635246,C167867,1,27,Souvenir,mall of the emirates,UAE,5,58.65,Cash,20/04/2022,293.25,0.011171429,Spring,26-35,World Market
I490952,C308695,0,56,Souvenir,plaza satÃ©lite,Mexico,4,46.92,Cash,20/04/2022,187.68,0.007149714,Spring,36+,Hard Rock Cafe
I217437,C116921,1,53,Food & Beverage,takashimaya,Japan,5,26.15,Credit Card,19/04/2022,130.75,0.004980952,Spring,36+,Taco Bell
I217242,C370115,1,29,Books,korsh mall,Egypt,3,45.45,Credit Card,19/04/2022,136.35,0.005194286,Spring,26-35,Books-A-Million
I193702,C300352,1,20,Clothing,prada store tokyo,Japan,1,300.08,Debit Card,19/04/2022,300.08,0.011431619,Spring,18-25,H&M
I613045,C189196,0,34,Food & Beverage,kanyon,Turkey,3,15.69,Cash,19/04/2022,47.07,0.001793143,Spring,26-35,Carrefour
I264035,C337476,1,49,Souvenir,westfield parramatta,Australia,5,58.65,Debit Card,19/04/2022,293.25,0.011171429,Spring,36+,World Market
I235372,C324342,1,37,Cosmetics,westfield world trade center,USA,3,121.98,Cash,19/04/2022,365.94,0.013940571,Spring,36+,MAC
I254342,C314893,1,24,Cosmetics,centro santa fe,Mexico,3,121.98,Cash,19/04/2022,365.94,0.013940571,Spring,18-25,MAC
I181311,C304313,0,34,Shoes,the outlets at orange,USA,1,600.17,Debit Card,19/04/2022,600.17,0.022863619,Spring,26-35,Adidas
I330940,C447186,0,41,Clothing,la rinascente,Italy,4,1200.32,Cash,19/04/2022,4801.28,0.182905905,Spring,36+,Prada
I125339,C180499,0,35,Toys,the dubai mall,UAE,5,179.2,Cash,19/04/2022,896,0.034133333,Spring,26-35,LEGO Store
I132165,C287545,0,36,Clothing,kuala lumpur city centre (klcc),Malaysia,3,900.24,Debit Card,19/04/2022,2700.72,0.102884571,Spring,36+,Prada
I195423,C204542,0,64,Clothing,mitsui outlet park,Japan,2,600.16,Debit Card,18/04/2022,1200.32,0.045726476,Spring,36+,Zara
I178089,C109929,1,45,Clothing,the shops at columbus circle,USA,3,900.24,Credit Card,18/04/2022,2700.72,0.102884571,Spring,36+,Forever 21
I166881,C228210,0,67,Shoes,takashimaya,Japan,2,1200.34,Credit Card,18/04/2022,2400.68,0.091454476,Spring,36+,Nike
I240940,C108277,0,53,Clothing,the mall at millenia,USA,5,1500.4,Cash,18/04/2022,7502,0.285790476,Spring,36+,Prada
I100181,C123341,1,33,Clothing,dubai mall,UAE,5,1500.4,Cash,18/04/2022,7502,0.285790476,Spring,26-35,Zara
I227511,C322042,1,49,Clothing,lotte world mall,South Korea,3,900.24,Credit Card,18/04/2022,2700.72,0.102884571,Spring,36+,H&M
I598832,C222244,0,26,Books,fifth avenue,USA,4,60.6,Cash,18/04/2022,242.4,0.009234286,Spring,26-35,Barnes & Noble
I240177,C183066,1,67,Clothing,plaza satÃ©lite,Mexico,1,300.08,Cash,18/04/2022,300.08,0.011431619,Spring,36+,Zara
I201971,C305500,0,31,Cosmetics,korsh mall,Egypt,2,81.32,Credit Card,18/04/2022,162.64,0.00619581,Spring,26-35,Ulta Beauty
I184941,C202323,0,63,Books,aventura mall,USA,1,15.15,Cash,18/04/2022,15.15,0.000577143,Spring,36+,Kinokuniya
I103852,C202758,1,62,Cosmetics,king of prussia mall,USA,3,121.98,Credit Card,18/04/2022,365.94,0.013940571,Spring,36+,The Body Shop
I323969,C228990,1,61,Clothing,the outlets at orange,USA,1,300.08,Credit Card,18/04/2022,300.08,0.011431619,Spring,36+,Forever 21
I121497,C281177,1,47,Toys,westfield world trade center,USA,4,143.36,Credit Card,18/04/2022,573.44,0.021845333,Spring,36+,LEGO Store
I282944,C626375,1,50,Food & Beverage,centro santa fe,Mexico,4,20.92,Cash,18/04/2022,83.68,0.00318781,Spring,36+,Pizza Hut
I321217,C694219,0,44,Cosmetics,plaza satÃ©lite,Mexico,3,121.98,Debit Card,18/04/2022,365.94,0.013940571,Spring,36+,Sephora
I220364,C320290,0,35,Food & Beverage,lotte world mall,South Korea,4,20.92,Credit Card,18/04/2022,83.68,0.00318781,Spring,26-35,Taco Bell
I310547,C164497,0,59,Cosmetics,marina bay sands shopping mall,Singapore,1,40.66,Cash,17/04/2022,40.66,0.001548952,Spring,36+,The Body Shop
I234763,C531068,0,69,Souvenir,faisalabad mall,Pakistan,1,11.73,Cash,17/04/2022,11.73,0.000446857,Spring,36+,World Market
I320330,C167887,1,18,Souvenir,centro coyoacÃ¡n,Mexico,2,23.46,Cash,17/04/2022,46.92,0.001787429,Spring,18-25,Hard Rock Cafe
I130954,C282878,1,52,Cosmetics,la rinascente,Italy,3,121.98,Cash,17/04/2022,365.94,0.013940571,Spring,36+,MAC
I205204,C802009,1,67,Clothing,kanyon,Turkey,1,300.08,Credit Card,17/04/2022,300.08,0.011431619,Spring,36+,Zara
I252289,C294263,0,21,Cosmetics,king of prussia mall,USA,2,81.32,Credit Card,17/04/2022,162.64,0.00619581,Spring,18-25,The Body Shop
I147727,C163033,1,38,Books,galleria vittorio emanuele ii,Italy,1,15.15,Credit Card,17/04/2022,15.15,0.000577143,Spring,36+,Books-A-Million
I303473,C878616,0,68,Food & Beverage,kuala lumpur city centre (klcc),Malaysia,3,15.69,Cash,17/04/2022,47.07,0.001793143,Spring,36+,Carrefour
I273579,C110216,1,69,Toys,pavilion kuala lumpur,Malaysia,3,107.52,Cash,17/04/2022,322.56,0.012288,Spring,36+,Toys R Us
I127704,C120759,1,67,Clothing,marina bay sands shopping mall,Singapore,1,300.08,Credit Card,17/04/2022,300.08,0.011431619,Spring,36+,Gap
I183578,C242822,1,37,Food & Beverage,kanyon,Turkey,1,5.23,Credit Card,17/04/2022,5.23,0.000199238,Spring,36+,Mcdonald's
I238464,C770884,0,27,Shoes,korsh mall,Egypt,3,1800.51,Debit Card,17/04/2022,5401.53,0.205772571,Spring,26-35,Nike
I186137,C154369,0,69,Cosmetics,sm mall of asia,Philippines,5,203.3,Credit Card,17/04/2022,1016.5,0.03872381,Spring,36+,MAC
I822257,C214832,1,69,Clothing,robinsons place manila,Philippines,2,600.16,Debit Card,17/04/2022,1200.32,0.045726476,Spring,36+,Zara
I198291,C208241,0,41,Clothing,marina bay sands shopping mall,Singapore,3,900.24,Debit Card,16/04/2022,2700.72,0.102884571,Spring,36+,Gap
I220711,C622135,1,51,Cosmetics,beverly center,USA,5,203.3,Credit Card,16/04/2022,1016.5,0.03872381,Spring,36+,Ulta Beauty
I446481,C351332,1,52,Clothing,mitsui outlet park,Japan,2,600.16,Credit Card,16/04/2022,1200.32,0.045726476,Spring,36+,Zara
I174681,C891483,0,63,Clothing,oasis mall,Egypt,4,1200.32,Cash,16/04/2022,4801.28,0.182905905,Spring,36+,Zara
I106411,C250274,1,23,Food & Beverage,prada store tokyo,Japan,2,10.46,Debit Card,16/04/2022,20.92,0.000796952,Spring,18-25,Taco Bell
I288176,C302959,1,24,Food & Beverage,the dubai mall,UAE,4,20.92,Debit Card,16/04/2022,83.68,0.00318781,Spring,18-25,Starbucks
I725087,C312160,0,43,Clothing,westfield world trade center,USA,1,300.08,Credit Card,16/04/2022,300.08,0.011431619,Spring,36+,H&M
I133896,C495959,1,34,Cosmetics,istanbul cevahir avm,Turkey,1,40.66,Credit Card,16/04/2022,40.66,0.001548952,Spring,26-35,The Body Shop
I742010,C210700,1,57,Clothing,kanyon,Turkey,1,300.08,Cash,16/04/2022,300.08,0.011431619,Spring,36+,Zara
I114768,C234102,1,30,Food & Beverage,beverly center,USA,4,20.92,Credit Card,16/04/2022,83.68,0.00318781,Spring,26-35,Carrefour
I165891,C289317,0,43,Toys,king abdulaziz center,Saudi Arabia,3,107.52,Debit Card,16/04/2022,322.56,0.012288,Spring,36+,Disney Store
I275189,C600159,0,37,Books,tokyo midtown,Japan,2,30.3,Debit Card,15/04/2022,60.6,0.002308571,Spring,36+,Waterstones
I182543,C283686,1,19,Souvenir,central world,Thailand,5,58.65,Debit Card,15/04/2022,293.25,0.011171429,Spring,18-25,Hard Rock Cafe
I230679,C218700,0,40,Toys,robinsons place manila,Philippines,4,143.36,Credit Card,15/04/2022,573.44,0.021845333,Spring,36+,Toys R Us
I272254,C134547,1,26,Toys,aventura mall,USA,3,107.52,Credit Card,15/04/2022,322.56,0.012288,Spring,26-35,Toys R Us
I146167,C905676,1,54,Food & Beverage,king abdulaziz center,Saudi Arabia,1,5.23,Cash,15/04/2022,5.23,0.000199238,Spring,36+,Mcdonald's
I212182,C238953,1,44,Toys,the outlets at orange,USA,1,35.84,Credit Card,15/04/2022,35.84,0.001365333,Spring,36+,LEGO Store
I100105,C246820,0,39,Food & Beverage,the outlets at orange,USA,4,20.92,Debit Card,15/04/2022,83.68,0.00318781,Spring,36+,Taco Bell
I297292,C330941,0,66,Clothing,siam paragon,Thailand,5,1500.4,Cash,15/04/2022,7502,0.285790476,Spring,36+,H&M
I191815,C218551,1,18,Shoes,westfield london,UK,3,1800.51,Cash,15/04/2022,5401.53,0.205772571,Spring,18-25,Puma
I171775,C160420,0,65,Clothing,vivocity,Singapore,2,600.16,Credit Card,15/04/2022,1200.32,0.045726476,Spring,36+,H&M
I288981,C205857,1,32,Cosmetics,takashimaya,Japan,5,203.3,Cash,15/04/2022,1016.5,0.03872381,Spring,26-35,Ulta Beauty
I113948,C258864,1,47,Clothing,pavilion kuala lumpur,Malaysia,2,600.16,Cash,15/04/2022,1200.32,0.045726476,Spring,36+,Forever 21
I317225,C212632,0,44,Clothing,aventura mall,USA,2,600.16,Credit Card,15/04/2022,1200.32,0.045726476,Spring,36+,Prada
I294201,C168811,1,40,Cosmetics,avenue des champs-Ã©lysÃ©es,France,4,162.64,Cash,15/04/2022,650.56,0.024783238,Spring,36+,Sephora
I971462,C569953,1,40,Clothing,aventura mall,USA,3,900.24,Credit Card,15/04/2022,2700.72,0.102884571,Spring,36+,Prada
I308185,C112671,1,48,Clothing,istanbul cevahir avm,Turkey,3,900.24,Cash,14/04/2022,2700.72,0.102884571,Spring,36+,Prada
I109598,C302147,1,64,Clothing,dubai mall,UAE,4,1200.32,Credit Card,14/04/2022,4801.28,0.182905905,Spring,36+,Gap
I156757,C246289,1,36,Cosmetics,siam paragon,Thailand,5,203.3,Cash,14/04/2022,1016.5,0.03872381,Spring,36+,The Body Shop
I250253,C817202,1,27,Shoes,dubai mall,UAE,2,1200.34,Debit Card,14/04/2022,2400.68,0.091454476,Spring,26-35,Foot Locker
I309508,C743562,1,44,Cosmetics,faisalabad mall,Pakistan,2,81.32,Credit Card,14/04/2022,162.64,0.00619581,Spring,36+,Sephora
I139682,C106133,1,21,Toys,tokyo midtown,Japan,3,107.52,Credit Card,14/04/2022,322.56,0.012288,Spring,18-25,Hamleys
I194563,C440707,1,58,Books,robinsons galleria,Philippines,3,45.45,Cash,14/04/2022,136.35,0.005194286,Spring,36+,Kinokuniya
I109352,C279106,1,68,Souvenir,robinsons galleria,Philippines,4,46.92,Cash,14/04/2022,187.68,0.007149714,Spring,36+,The Souvenir Shop
I918428,C184953,1,24,Clothing,king of prussia mall,USA,1,300.08,Cash,14/04/2022,300.08,0.011431619,Spring,18-25,Forever 21
I294328,C286371,0,19,Food & Beverage,the mall at millenia,USA,3,15.69,Credit Card,14/04/2022,47.07,0.001793143,Spring,18-25,Starbucks
I256046,C871318,1,27,Food & Beverage,beverly center,USA,3,15.69,Cash,14/04/2022,47.07,0.001793143,Spring,26-35,Mcdonald's
I237222,C233486,0,34,Souvenir,beverly center,USA,4,46.92,Cash,14/04/2022,187.68,0.007149714,Spring,26-35,Shop the World
I128718,C205355,1,21,Food & Beverage,westfield london,UK,5,26.15,Credit Card,13/04/2022,130.75,0.004980952,Spring,18-25,Mcdonald's
I212316,C142655,0,42,Food & Beverage,chadstone shopping centre,Australia,2,10.46,Credit Card,13/04/2022,20.92,0.000796952,Spring,36+,Carrefour
I134323,C561881,1,31,Food & Beverage,korsh mall,Egypt,4,20.92,Cash,13/04/2022,83.68,0.00318781,Spring,26-35,Carrefour
I222621,C323726,0,21,Clothing,dubai mall,UAE,1,300.08,Debit Card,13/04/2022,300.08,0.011431619,Spring,18-25,Prada
I203631,C297071,1,69,Food & Beverage,galeries lafayette,France,2,10.46,Cash,13/04/2022,20.92,0.000796952,Spring,36+,Taco Bell
I285684,C137769,1,33,Toys,plaza satÃ©lite,Mexico,1,35.84,Cash,13/04/2022,35.84,0.001365333,Spring,26-35,Disney Store
I115396,C308114,1,39,Food & Beverage,vivocity,Singapore,2,10.46,Credit Card,13/04/2022,20.92,0.000796952,Spring,36+,Mcdonald's
I462829,C174463,1,54,Clothing,the mall at millenia,USA,3,900.24,Credit Card,13/04/2022,2700.72,0.102884571,Spring,36+,Prada
I313025,C214117,1,68,Clothing,oasis mall,Egypt,3,900.24,Debit Card,13/04/2022,2700.72,0.102884571,Spring,36+,Zara
I314263,C785433,0,55,Shoes,chadstone shopping centre,Australia,3,1800.51,Credit Card,13/04/2022,5401.53,0.205772571,Spring,36+,Foot Locker
I174974,C113982,1,52,Clothing,faisalabad mall,Pakistan,5,1500.4,Cash,13/04/2022,7502,0.285790476,Spring,36+,Forever 21
I187049,C594446,1,28,Shoes,marina bay sands shopping mall,Singapore,5,3000.85,Cash,13/04/2022,15004.25,0.571590476,Spring,26-35,Adidas
I298951,C142062,0,24,Clothing,mall of the emirates,UAE,5,1500.4,Credit Card,13/04/2022,7502,0.285790476,Spring,18-25,Gap
I119916,C172037,1,64,Cosmetics,the dubai mall,UAE,1,40.66,Credit Card,13/04/2022,40.66,0.001548952,Spring,36+,Sephora
I152192,C318641,1,58,Souvenir,oasis mall,Egypt,5,58.65,Cash,12/04/2022,293.25,0.011171429,Spring,36+,Shop the World
I233634,C303923,0,60,Food & Beverage,fifth avenue,USA,3,15.69,Credit Card,12/04/2022,47.07,0.001793143,Spring,36+,Carrefour
I187432,C290887,1,24,Souvenir,marina bay sands shopping mall,Singapore,1,11.73,Credit Card,12/04/2022,11.73,0.000446857,Spring,18-25,Hard Rock Cafe
I454983,C737782,0,28,Souvenir,robinsons galleria,Philippines,5,58.65,Debit Card,12/04/2022,293.25,0.011171429,Spring,26-35,The Souvenir Shop
I255738,C108367,0,52,Food & Beverage,chadstone shopping centre,Australia,3,15.69,Debit Card,12/04/2022,47.07,0.001793143,Spring,36+,Carrefour
I867460,C691579,1,54,Toys,prada store tokyo,Japan,2,71.68,Debit Card,12/04/2022,143.36,0.005461333,Spring,36+,LEGO Store
I151588,C310642,0,24,Books,tokyo midtown,Japan,3,45.45,Credit Card,12/04/2022,136.35,0.005194286,Spring,18-25,Barnes & Noble
I141099,C216245,0,40,Souvenir,king abdulaziz center,Saudi Arabia,4,46.92,Cash,12/04/2022,187.68,0.007149714,Spring,36+,Shop the World
I314520,C120208,1,52,Food & Beverage,westfield parramatta,Australia,5,26.15,Cash,12/04/2022,130.75,0.004980952,Spring,36+,Mcdonald's
I326339,C130327,1,32,Cosmetics,sm mall of asia,Philippines,1,40.66,Debit Card,12/04/2022,40.66,0.001548952,Spring,26-35,Sephora
I150564,C117082,1,49,Clothing,lotte world mall,South Korea,1,300.08,Credit Card,12/04/2022,300.08,0.011431619,Spring,36+,Gap
I331013,C161698,0,21,Books,nanjing deji plaza,China,1,15.15,Cash,12/04/2022,15.15,0.000577143,Spring,18-25,Barnes & Noble
I229775,C282394,1,27,Cosmetics,king of prussia mall,USA,5,203.3,Debit Card,12/04/2022,1016.5,0.03872381,Spring,26-35,MAC
I306990,C144997,1,46,Clothing,prada store tokyo,Japan,2,600.16,Debit Card,12/04/2022,1200.32,0.045726476,Spring,36+,Zara
I439223,C164682,0,18,Shoes,aventura mall,USA,3,1800.51,Cash,12/04/2022,5401.53,0.205772571,Spring,18-25,New Balance
I691716,C180929,0,54,Clothing,tokyo midtown,Japan,3,900.24,Debit Card,12/04/2022,2700.72,0.102884571,Spring,36+,Zara
I172404,C145496,0,63,Clothing,nanjing deji plaza,China,2,600.16,Debit Card,12/04/2022,1200.32,0.045726476,Spring,36+,Forever 21
I139031,C357137,0,56,Shoes,centro santa fe,Mexico,1,600.17,Cash,12/04/2022,600.17,0.022863619,Spring,36+,Nike
I260313,C336530,0,68,Shoes,the grove,USA,1,600.17,Cash,12/04/2022,600.17,0.022863619,Spring,36+,Nike
I196915,C194130,1,38,Technology,lujiazui shopping mall,China,1,1050,Debit Card,12/04/2022,1050,0.04,Spring,36+,Sony Store
I113122,C165727,1,44,Clothing,the outlets at orange,USA,5,1500.4,Cash,12/04/2022,7502,0.285790476,Spring,36+,Forever 21
